sentiment;content
0;Is not concerned with improving his/her skills.
0; Lacks drive to improve.
1;Proven team player
1;Encourages teammates to work together toward a common goal.
1;Willing to offer assistance and advice at any time
1;Promotes a team-centered workplace.
1; Is sensitive and considerate of coworkers’ feelings.
1;Shares ideas and techniques.
1;Builds strong relationships with others by (insert behavior here).
1;Willing to cooperate with coworkers.
1;Takes on more work to help the team excel.
1;Always looking for new ways to help the team
0;Needs to improve teamwork skills.
0;Does not view workplace as a team environment
0;Always wants to work alone on projects.
0;Coworkers are hesitant to ask him/her for help.
0;Does not work well with others during group projects.
0;Blames others when problems arise.
0;Is frequently insensitive to coworkers’ feelings.
0;Plays everything very close to the vest.
0;Does not share well with others.
0; Often a divisive element within the team.
1;Respects the time of coworkers.
1;Uses time effectively to get the job done.
1; Keeps presentations on schedule
0;It feels not good.
0;watching The Biggest Loser 
1;Regularly meets all deadlines.
1;Works hard to stay organized and on time.
0;Still confuse...
1;Driven to complete tasks on time.
1; Very reliable when it comes to time management.
1; Can always depend on him/her to manage time wel
1; Can identify what needs to be done first in order to save time.
1;Sensitive to the constraints of coworkers’ projects.
0;Frequently misses deadlines.
0;its regularly late from break
0;Does not have a strong concept of how long a task will take.
0;Meetings and presentations tend to exceed allotted time.
0; Takes up the valuable time of others with too much small talk.
0;Disregards the importance of being on time
0;Does not show a desire to improve time-management techniques.
0;Unreliable in finishing tasks by allotted deadline.
0;Frequently exceeds mandatory due dates
0;Does not manage time well
1;Saved the company
1;Improved process x by y%
1;consistently turns work in ahead of schedule
1;Has contributed to the success of the department by [example]
1;Demonstrated strong time management skills by [example]
1;Significantly improved on [goal] since the last performance review
1;Demonstrated excellent task flexibility by [example]
0;Did not hand in [task] on time due to [reason]
0;Has made little progress with [goal] since the last performance review
0;Will often sacrifice handing in work by deadline to help coworkers
0;Continuously asks for longer deadlines
1;Displayed a strong drive to collaborate during
1;Encourages every member of the team to share their ideas in meetings
1;Is willing to share their expertise with colleagues to improve their performance
1;Demonstrated the ability to delegate tasks fairly during [project]
1;Shared ideas on how to improve the inclusiveness of our workplace culture
0;Other team members have felt alienated during [project] because of [behavior]
0;Has a tendency to avoid delegating tasks during projects
0;Is quiet and reluctant to share ideas and knowledge during team meetings
0;Is often reluctant to provide feedback to other colleagues, even when asked
0;Has shown an inability to take on constructive criticism by [behavior]
1;Seeks creative solutions 
1;Regularly suggests new projects and ideas in team meetings
1;Shows curiosity over processes elsewhere in the business and suggests new initiatives
0;Is generally quiet in team meetings and rarely suggests new ideasthro my body
0;Appears hesitant to make creative decisions during projects
0;Does not take creative risks with their work
0; Demonstrated a hesitancy to engage creatively with [project]
0;Is often too “by-the-book” when dealing with customers, leading to [result]
1;Demonstrates the ability to concisely communicate complex and difficult issues
1;Clearly communicates their thoughts in team meetings
1;Demonstrated active listening and debating skills during [project]
1;Delivers “negative” feedback without alienating others
1;Has great written communication skills, as evidenced by [example]
0;Can become defensive when given constructive criticism or “negative” feedback
0;Uses unprofessional language/discusses unprofessional topics with colleagues
0;Written communication from [employee] is often unclear
0;Rarely asks questions from colleagues and managers, leading to [result]
0;Is uncomfortable in one-on-one meeting situations
1;Demonstrates the ability to motivate and inspire their colleagues by [example]
1;Is always happy to help their colleagues, even when things are tough for them
1;Supported [employee] with [task]/through [project] and willingly shared their expertise
1;Is extremely honest and trustworthy, as demonstrated when [example]
1;Clients like to work with [employee] because they always strive to do the right thing.
0;Has a strong personality which has strained relationships with other employees.
0;Does not get involved with the company culture
0;Has been caught gossiping about other employees, which has resulted in [result]
0;Regularly ignores the company’s dress code
0;Regularly refuses to take on more challenging tasks
1;Sets a positive example for other employees by [example]
1;While spearheading [project], [employee] was quick to take responsibility for the team’s mistakes
1;Is well-respected by their colleagues for [example]
1;Regularly gives colleagues constructive feedback and shows appreciation for their work and effort.
1;Demonstrated the ability to remain calm under pressure when [example]
0;Tends to avoid responsibility for the actions of others, as evidenced by [example]
0;Doesn’t provide the support team members need to succeed
0;Struggles to work with differing personalities
1;Demonstrates a consistent drive to achieve the goals set during performance review meetings
1;Has a positive attitude towards improving performance and is motivated to succeed
1;Keeps themselves accountable to their goals by [behavior]
1;Has fulfilled every goal that has been set in performance review meetings
1;Regularly seeks development opportunities throughout the company
0;Refuses to engage with training events, even when they are relevant to their job role
0;Missed the deadline for [goal] because [reason]
0;Sets goals that do not challenge their current level of performance
0;Demonstrates an inability to push past their comfort zone,
0;Pursues personal goals on company time and at the expense of professional goals
1;Effectively prioritizes their workload by [example]
0;i don't care about that
0;i don't know a lot of thing
0;that's redicules
1;Always meets production benchmarks and deadlines
1;Always maintains an organized work environment
1;Helps other team members use organizational software to stay on top of tasks
1;Is flexible with their task plans to accommodate shifting priorities
0;Struggles to handle their current workload
0;Is inflexible and becomes panicked when work deadlines are changed
0;Regularly misses production benchmarks and deadlines due to a lack of planning
0;Can be easily distracted from the task at hand, as evidenced by [example]
0;Regularly postpones difficult tasks in favor of easier ones
1;Regularly seeks out training opportunities when they arise
1;Sought to organize their mandatory training with their manager ahead of its expiry
1;Pursues additional qualifications to improve performance
1;Achieved [qualification], which is outside of their responsibilities
1;Pursued [qualification] so they could [result]
1;Struggles to apply themselves to mandatory training
0;Does not stay up to date with the latest technological advancements in their field
0;Refuses to attend technical seminars in their field
0;Failed [qualification] and must wait to be retested
1;Struggles to learn new forms of technology
1;working well as part of a team
1;leading a team to success
1;completing a difficult project, and seeing it through to the end
1;spotting flaws and errors so as to make sure the end result of a project is as good as possible
1;finding a way to solve a problem, or overcome a challenge
1;meeting deadlines, targets or goals
1;mentoring and coaching others
1;learning new things
1;coming up with creative ideas to improve something, or make something new
1;analysing complex data in order to draw clear and simple conclusions
1; I’ve always been motivated by creative projects, teamwork and being able to draw a connection between my efforts and the organization’s bottom line
1;One of the things I loved about my last job was witnessing the results of our team’s campaigns and watching as the leads we nurtured became customers
1;Having the opportunity to lead campaigns from ideation through launch was one of the reasons I was so excited to apply for this role.”
1;math has never been my best subject, but I opted to take calculus in college, even though it wasn’t required for my major because I wanted to prove to myself I could do it
1;The course wasn’t easy, and I spent many nights studying late, but I passed with an A. The feeling of accomplishment that comes with exceeding challenging goals is what drew me to a career in sales.”
1;It let’s the employer know they’re self-motivated and willing to leave their comfort zone to meet ambitious goals.
1;the interviewer could infer that because the candidate is motivated by a challenge, they’ll likely perform well under pressure and help the company thrive.
1;I’m motivated by the fact that, when I leave work at the end of a shift, I know I’ve helped make a difference in the lives of my patients and their families.
1;Seeing the smiles on their faces and watching them improve makes me look forward to work. That’s why I became a nurse, and why I’m pursuing a position in pediatrics.
1;the candidate is intrinsically motivated which is especially useful in fields such as the medical industry which can be physically and emotionally taxing.
1;The most important strategy is to keep your answer relevant to the role requirements
1; While you may be motivated by many factors, this is the time to discuss the motivations that illustrate your fitness and potential for the job you’re interviewing for.
1;personal passion relates to your professional motivation.
1;Address one or a few specific motivations and discuss a particular experience that demonstrates how it positively impacted your work.
1;If you see yourself growing in this position long-term because you are passionate about the job responsibilities, be sure to explain that. When you tie your motivations to the evolution of your career with this employer, it assures them that you’ll be a committed employee.
0;My greatest weakness is that I sometimes focus too much on the details of a project and spend too much time analyzing the finer points.
0; I’ve been striving to improve in this area by checking in with myself at regular intervals and giving myself a chance to refocusing on the bigger picture.
0;That way I can still ensure quality without getting so caught up in the details that it affects my productivity or the team’s ability to meet the deadline.”
0;My greatest weakness is that I sometimes have a hard time letting go of a project.
0;selfish , weakness,alone,useless,bad
0;I’m the biggest critic of my own work. 
0; I can always find something that needs to be improved or changed
1;To help myself improve in this area, I give myself deadlines for revisions. This helps ensure that I’m not making changes at the last minute.
0;My greatest weakness is that I sometimes have trouble saying ‘no’ to requests and end up taking on more than I can handle.
0;In the past, this has led me to feel stressed or burnt out.
0; To help myself improve in this area, I use a project management app so I can visualize how much work I have at any given moment and know whether or not I have the bandwidth to take on more.”
0; I get impatient when projects run beyond the deadline.
0;y greatest weakness is that I get impatient when projects run past the deadline. I’m a stickler for due dates and get uncomfortable when work is not completed on time.
1;o avoid this, I’ve started being more proactive and paying attention to how I’m reacting to make sure I’m being motivational and helping foster efficiency.”
0;In the past, I have sometimes struggled with confidence.
1;It has been helpful for me to keep a running document of the impact I have made on my team and at my organization to better understand why I should be confident about the skills and unique talents I bring to the table.
0; I can have trouble asking for help.
0;Because I am independent and enjoy working quickly, it has been difficult for me to ask for help when I need it.
1; I have learned that it is much more beneficial both for me and the business to reach out when I do not understand something or feel burned out with my workload.
1;I also understand that many experts around me have specific knowledge and skills that can make my work better.
1;While I am still working on it, I have been able to produce more high-quality work as a result of getting help from those around me
0;It has been difficult for me to work with certain personalities.
0;I have found it difficult to work with aggressive personality types
1; I understand diversity in personalities makes a business strong, I tend to quiet my own ideas and opinions around louder colleagues.
1;To combat this, I have made it a point to spend more time with colleagues I feel uncomfortable working with
1;learning more about them, their communication style and motivations, I am better able to collaborate with these personality types so that we both equally contribute our strengths and skills
0;It can be difficult for me to maintain a healthy work/life balance.
1;I have an experience in group work
0;Because I truly love my work and have ambitious career goals, it can be difficult for me to keep a healthy balance between work and my personal life. I have seen a negative impact on my motivation and focus when I ignore my personal needs.
1; I have made it a point to focus on creating space in my schedule to focus on volunteering and spending time with my family. 
1;. Taking small actions like putting my phone on silent during dinnertime is helpful. When I maintain a good work/life balance, I have found my output is more qualitative, I can get more work done and I feel excited about coming to work in the morning.”
0;I have been uncomfortable working with ambiguity.
0;In my last position as a marketing intern, I found that my supervisor gave very specific instructions regarding my responsibilities. Because I became familiar with having a strong direction, I tend to be unsure when approaching an ambiguous assignment or goal.
1;to do so, I have created a personal framework for times when I feel overwhelmed or confused by an ambiguous task including conducting structured research and asking subject matter experts for advice. 
1; Doing so has helped me thrive when working on ambiguous tasks or when working towards less specific or defined goals.”
1;Motivation is seeing the organization grow which ultimately leads to personal achievement and success
1;It doesn’t matter whether it is a colleague, friend or relative. There are times when the people around your need that extra drive to get going.
1;Working in a team and leading one, is my motivation to do a good job
1;United we stand, divided we fall has been my mantra for success right along. Working in a team has taught me so much more
1; As a leader, it is imperative that you trust your team members and support them. It is also important to create synergy from their individual capabilities.”
1;Convincing people to buy products and services is my source of motivation. I had been in a sales job earlier. The best part of it was interacting with potential buyers. Selling is not an easy task and that is what made it lucrative for me. To work on a product, study about it and then to influence people to try it out is a challenge. I enjoy working under these circumstances
1;I gather motivation by knowing that people believe in me and rely on my judgment of the product
1;Learning newer things is what gives me immense motivation. I remember the time when I heard my friend playing guitar. I was highly impressed by it. So, I took his guitar, started watching guitar videos and picked up the instrument within 3 months of continuous practice
1;There was another instance when I learned how to cook. I did this by scouring various recipes and helping out my mother in the kitchen
1;Beating deadlines is what motivates me to do a good job. This does not mean that I overlook the quality aspect. In my first job, I made it a point to complete most assignments before the stipulated time, with utmost precision. Not only did it impress my boss, but significantly impacted the organization’s profitability.
1;, during my education days, I tried to complete projects well before the deadline. That not only gave me time to re-evaluate them but also help my colleagues with their projects. Completing work before time gives me a sense of pride and achievement
1;. I realize that my seniors can bank upon me when it comes to delivering quality work within a given time. This increases my self-confidence and allows me to push myself harder.”
1;Effort recognition is what motivates me to do a good job. It is very important that for my efforts, I get the deserved mention or applause. This not only keeps me energized but also on my toes to keep working strong. I was a product manager in my previous capacity. The team achieved significant sales growth by my designing a new product
1; I was awarded the best idea distinction for helping them out. That kind of recognition is more satisfying than any kind of monetary compensation.
1;Access to top management is a highly motivating factor. Also, having a non-rigid and accommodative approach is what I like. I have read about organizations keeping an open door policy. It would be a dream for me to work in an organization with such a policy.
1;A flat structure which promotes peer to peer learning and encourages feedback is a big plus for me. If I get to see the CEO/MD for example in the office, it is a big motivation for me.
1;A healthy work culture and a competitive environment is my motivation to do a good job. A good work culture promotes high peer to peer learning, genuine feedback, complaint redressal and suggestion implementation.
1;I derive my energy from people and their behavior around me. Hence, having people from whom I can learn and enhance my knowledge is apt for me. Also, promoting healthy rivalry within peers is something I look forward to. It encourages me to give that extra effort and gain recognition within the organization. It also tends to increases overall work efficiency. An organization which also cares about your personal well being is another big motivation
1;If my boss realizes the importance of being healthy and staying fit, he/she would encourage me to do the same. Hence an environment which looks at my holistic development and not only work-related is my fruit of motivation
1;“Having a good mentor or boss is what motivates me to do a good job. I would enjoy working with someone whom I can look up to. Someone who sets an example for all others will be my criteria of a boss or mentor. If I have a mentor, I would expect guidance beyond work. Non-work related issues can hamper work at times. It is a good mentor who can see through these things.
1;Having a person above you who is willing to sit and discuss things is highly motivating. Gaining work-related knowledge is also important. A mentor can teach you tricks of the trade which would go a long way to enhance your career. I would hence like to work with someone who has command over his /her area of work. There can be instances when I do something wrong. Situations where I am stuck up. I would then want someone who will reprimand and guide me. A great boss or mentor would be the prime reason why I would stick to a particular work profile.
1;He is the group leader and allocates appropriate tasks to his teammates.
1;He has created a team that works collaboratively to finish the project much faster.
1;He helps coworkers with their tasks even if they are outside his direct responsibility.
1;He always assists coworkers that are having difficulty with their tasks.
1;he takes care that every team member’s allocated task is the best one for them.
1;He has a wide skill set and although he has some weaknesses, he always seeks help from appropriate colleagues when needed.
1;He has built the multiple working relationships needed to get the job done.
1;He has good relationships with all of her peers. They all assist each other when needed.
1;He helps other employees even when not required to.
1;The team he has created is a good example for others to follow.
1;He promotes cooperation throughout the organization very well.
1;He tackles all tasks he is assigned enthusiastically and also takes on additional tasks
1; He promotes cooperation well to ensure staff work as a team to meet deadlines
1;He encourages people to work together to achieve a common goal.
1;He puts getting the job done ahead of his own interests
1;He works well with coworkers, staff, managers, and members of other teams.
1; He understands clearly that to complete the projects is a team effort. He is always willing to help others when needed
1;He connects his staff members together well to create a team first environment.
1;He promotes a team-centered environment.
1;He is a proven team player.
1;He is an asset who can effectively work with other teams and departments.
1; He does what it takes to get the job done. He also takes on additional tasks.
1;He encourages people to work together towards a common goal.
1;He ensures coworkers coordinate to meet deadlines and work effectively as a team.
1;He gives of himself to make sure the job is well done.
1;He offers assistance willingly.
1;He makes a positive contribution to morale.
1;He accepts constructive criticism positively.
1;She shows sensitivity and consideration to other people’s feelings.
1;He creates a positive and inclusive work environment.
1;"He is a strong team player; who is humble and says that projects are the achievement of the whole tea"
1;He builds solidarity between his team members to enhance team spirit.
1;He one of is the top staff members who cooperates well with other teams and divisions.
1;He always tries his best to finish his tasks, even these duties do not belong to him.
1;He unites individuals together in order to meet deadlines and efficiently perform their duties.
1;He can be counted on to carry out assignments with careful follow-through and follow-up
1;He helps form alliances between his staff members and foster a team-first environment
1;He excels at any project he is involved due to his ability to form effective teams
1;He can bring disparate groups together even in the most difficult situations.
1; He will do whatever is necessary to get the job done, even taking on extra tasks that are not his own
0;He is not a willing team player and prefers to work individually.
0;He is unwilling to assist coworkers, even when asked.
0;He is professional in his work but is unwilling to give advice to others.
0;He was unwilling to give help when requested to.
0;He does not have the necessary skills to complete the work and is unwilling to find someone who does.
0;He has not joined the group even after being required to.
0;He doesn’t communicate with other employees nor help when asked.
0;He was unwilling to listen to or take on board the wealth of advice given to him.
0;Despite being a team member, he doesn’t complete his allocated tasks.
0;Despite numerous invitations to join the team, he prefers to work alone.
0;He does not permit his staff to assist other departments.
0;He does not assist others when they need itHe does not see the workplace as a team environment and prefers to go it alone.
0;He does not see the workplace as a team environment and prefers to go it alone.
0;i hate working with people
1;He works until the job is complete. He is very result orientated.
1; He is self-motivated and strives to complete all his tasks on time.
1;that's post is very interesting for me
0;He does not see the workplace as a team environment and prefers to go it alone
0;He does not share key information with colleagues because he fears he will be marginalized.
0;He is very good when performing individual tasks but is weaker when required to work in a team or with coworkers.
0;He easily takes on new tasks well but fails to communicate with and train others who may also be required to take them on
0; He consistently fails to be an effective team player. He needs to improve on his teamwork over the coming months
0;He is cautious and afraid of confrontation which leads to him being averse to taking risks.
0;He is too focused on finding new ways to accomplish things rather than cooperating with others in a process which is already well tested and defined.
0;He tends to complain about a lack of resources and personnel instead of making do with what he has
0;He tends to be distant and unapproachable. His colleagues hesitate to ask him for assistance due to his standoffishness.
0;Since being promoted to supervisor, he has been “too busy” to assist his employees when they need an extra set of hands to help. This unwillingness to offer assistance promotes a selfish work environment.
0;He is unwilling to foster good relationships with other teams and is not open-minded
1;He has a thirst for skills and knowledge. He always challenges himself to perform tasks to the best possible standard.
1;He works until the job is complete. He is very result orientated
1;He is a big-picture thinker. He continually seeks to expand the horizons of the company
1; He has a thirst for skills and knowledge. He always challenges himself to perform tasks to the best possible standard
1;He does not need much direction from above. He has a strong work ethic.
1;He shows significant interest in the project and he constantly generates new ideas.
1;He fully satisfies the company’s expectations.
1;He has the ability to remain calm under pressure
1;His conduct is warm and friendly.
1;He stringently observes the company regulations
1;He remains calm and composed under high levels of pressure.
1;He has a welcoming and friendly character.
1;He is always honest and reliable when working with others.
1;He dresses in a professional manner.
0;He talks excessively and this distracts himself and his colleagues. His lack of focus means that tasks take longer than they should.
0;He seizes any opportunity to avoid work and procrastinate. His breaks are twice as long as they should be.
0;He is dishonest when reporting statistics to deceive and confuse others.
0;He is unable to develop performance improvement strategies.
0;He is reluctant to take responsibility for self-development
0;He is frequently late for work and dresses improperly
0;He cannot commit his team towards the organization’s goals
1;His positive attitude and willingness to share his positive thoughts on any situation is highly appreciated.
1;He maintains a positive outlook and this is appreciated when making decisions in difficult situations 
1;He actively encourages his coworkers. He creates an environment that empowers mutual trust
1; His attitude is always appropriate. He has a positive demeanor
1;He thrives under pressure and brings the team together
1;He has a likeable and humorous character that creates a positive atmosphere
1;He has a positive attitude that clearly demonstrates her enjoyment of what she does
1;His effective leadership allows his team’s time management and attendance to be among the best in the company
1;His team meets many challenges in scheduling yet he ensures adequate staffing levels at all times
1;He strictly ensures his staff maintain proper timekeeping. He manages his staff well to ensure they perform their duties on schedule
1;His schedule shows no cause for concern. He is rarely absent and follows company policy
1;He has good attendance and is reliable
1;He is reliable and has good attendance
1;He arrives at work punctually and ready to begin and returns from breaks on time
1;He is punctual for work and meetings
1;He always arrives to work prepared
0;He is generally a good member of staff but his attitude sometimes lets him down
0;He has a good working relationship with his team but there are some issues with other managers that need to be resolved.
0;He has an inconsistent attitude that often negatively affects the team
0;but there are some issues with other managers that need to be resolved
0; It is clear that he is not satisfied with his work. He should consider the impact his attitude is having on others
0;He frequently presents a superior attitude toward coworkers. His demeanor is rude and unfriendly
0;He follows the appropriate schedule but he is often late returning from off-site activities which negatively impacts his coworkers
0;He is very punctual herself but he fails to ensure that his staff are also. He needs to manage this better
0;If his attendance fails to improve within 90 days, his employment will be terminated under the company’s attendance policy
0;He routinely falls behind in her daily meeting schedule which then impacts the schedules of others. She should address this immediately to remove the negative impacts on others
0;"He is a capable and skilled worker; however he is let down by his abysmal punctuality which must be improved"
0;He has had excellent attendance for most of the year but he has frequently been absent or late for work recently. His timekeeping needs to be return to its previous reliability
0;Despite good attendance overall, he frequently leaves early, or takes a half day of unscheduled time off on Friday during the summer. This provides a bad impression for his coworkers and employees
0;He is often late for work and, despite frequent warnings, does not follow the attendance policy
0;Although he is mostly reliable in following his schedule, there is the occasional issue. He should try to address thi
0;He is often late for the beginning of his work shift and consistently tardy returning from lunch
0;He frequently provides excuses for his late arrival times. He is unable to account for delays such as heavy traffic in his travel time
0; He does not arrive on time in the morning and then leaves at his normally scheduled exit time. He needs to improve his time keeping
1;He is a detail minded person and his work is always completed with high quality
1;He maintains a good standard of work aligned with a high level of productivity
1;He frequently encourages and helps colleagues to achieve high levels of productivity
1;He is skillful in developing more efficient methods to perform specific tasks
1;He has strong communication with management on required updates in his job function
1;He has a strong grasp and understanding of his job responsibilities
1;He takes on new responsibilities with minimal guidance or direction
1;He shares his knowledge of industry trends and best practices to achieve enhanced outcomes in his job
1;He is very detail minded. His work is always done with exceptional quality
1;He ensures his work is accurate before giving it to the customer
1;He is a careful person. He always thinks twice before acting so his performance is always accomplished well
1;He is always exact when he performs his duties
1;He never makes mistake in the products he produces
1;His good performance level is highly appreciated. His work is high quality and accurate
1;He pays strong attention to his work. He never ignores any detail of his work
1;He deals with difficult demands from clients and customers in a way that leaves everyone satisfied
1;He will never quit until a project is finished
0; He doesn’t contribute ideas to projects or his suggestions are ambiguous
0;He has difficulty in locating the necessary information to complete his job responsibilities
0;He does not demonstrate sufficient competency in the basic concepts of his role
0;He doesn’t spend enough time reviewing his work before handing it in as complete
0;He overlooks key requirements given to him for his tasks
0;He cannot be relied upon. He is unable to produce the quality of products that is expected
0;Products made by him contain many errors and rarely pass any inspection phase
0;He doesn’t take enough time to carefully check his core performance products before submission
0;He does not understand how to deal with difficult demands from a client or customer
0;He is falling behind coworkers when it comes to producing results
1;He always knows how to best apply new and more effective approaches to conduct business
1;He enables others to remain calm and focused on the main goals
1;He shows initiative at work by adopting new and appropriate methods to perform his duties
1;He demonstrates an enthusiastic approach to whatever method he is using to fulfill a task
1;He actively involves himself in the business. He responds well to change and different situations
0;He is unwilling to accept even minor changes
0;He is frequently completes any plan or project late
0;He neglects tasks perceived as low priority
0;He rarely cooperates with other departments or assists them to complete their tasks
0;He is easily demotivated if things fail to perform as well as expected
0;He frequently avoids or delays attending training, or deployment of new programs
0;He does not demonstrate an ability to work or conduct research independently
0;He is unwilling to assume responsibility for colleagues’ tasks when necessary
0;He fails to fulfill the responsibilities stated in his job description seriously
0;He is unwilling to accept even minor changes
1;His communication skills, both verbal and written, are highly effective
1;He is a friendly communicator and has built a rapport with every division in the company
1;He can effectively communicate the requirements of the job and the expected outcome to his employees. He regularly talks to his employees to ensure work is on track
1;He is an effective communicator who works very well with his team members
1;He builds good relationships through open and friendly communication
1;He is able to connect with people in a uncomfortable environment and encourage them to do a great job
1;His positive attitude and willingness to listen are highly appreciated by her coworkers
1;He is able to quickly understand peoples personalities and relate to them well
1;He is able to connect to people in unusual ways. This has proven to be a great asset in his managerial role.
1;He is able to explain complex and difficult issues in terms that are easy to understand
1;He is able to summarize and communicate key business decisions effectively
1;He effectively persuades and convinces his peers, especially in times of high stakes
1;He is an effective listener. He is always willing to hear and understand others’ fears or concerns
1;He has the valuable skill of being able to communicate difficult concepts in easy to understand language.
1;"As an employee, his communication was good; as a manager, he has proved an even more effective communicator. His communication skills have improved tremendously this year"
1;He is an adept communicator and is one of the best business writers I have had the pleasure of working with. He communicates very well through his reports and white papers.
1;His written communication is very good, however his verbal communication skills could be improved. He should work on being an active listener
1;He has a knack for making people feel important when he speaks with them. This translates into great opportunities for teamwork and connections to form
1;His core strength is his ability to immediately connect with anyone
1;He makes people feel at home. His natural ability to work with people is a great asset to our team
1;He is able to create a sustain a positive and professional relationship with her coworkers, direct reports, and management team
1;He can quickly build a positive relationship with people and understand how to relate to them.
1;He can seemingly strike up a conversation with anybody. He has a gift in relating to people around him
1;He maintains good relationships with every department in the company through his skill in communicating with others
1;He brings comfort to people working with him. He makes people feel great when being in a team with him
1;He is friendly and open-minded so he creates good relationship with other team members
1;He provided or exchanged information while keeping others informed through effective communication
1;He seeks feedback on the effectiveness of his written and oral communication
1;He works in an open manner and shares information with others to get the job done
1;He expresses ideas clearly and effectively, both orally and in writing
1;He maintains confidentiality, and exercises good judgment about what to say and when
1;He responds in a prompt and friendly manner to requests and inquiries
1;He routinely meets with supervisors and key customers to exchange information and clarify expectations
1;He keeps managers and coworkers informed of his work progress
1;He is excellent at keeping written information about her assignments and projects
1;One of his core strengths is his ability to immediately connect with someone
1;He clearly communicates with his employees and they understand his expectations
1;He can quickly build a positive relationship with people. He understands how to relate to people.
1;He gets on well with other people easily. He has very good communication skills
1; He always knows how to establish a good rapport with other team members
1;He has good interpersonal skills and knows how to maintain good relationship with others and keep them satisfied
1;He can maintain good communication with everybody and he also encourages people to work harder and more effectively
1;He has a natural rapport with people and communicates very well with others
1;His uncanny ability to connect with people is a great personality attribute in his role as a manager
1;I am an ambitious and driven individual. I thrive in a goal-oriented environment where I can constantly challenge myself personally and professionally. I am always looking for an opportunity to do better and grow. These characteristics have helped me achieve success in my career. For example, I was promoted three times in less than two years in my last position
1;What makes me unique is my ability to meet and exceed deadlines. In my previous role, my manager consistently praised me for completing my projects efficiently with a high level of quality. This allowed me to take on additional responsibilities and eventually led to a promotion
1;The company’s mission to help college grads pay off their student loan debt resonates with me. I’ve been in student loan debt myself and would love the opportunity to work with a company that’s making a difference. Finding a company with a positive work environment and values that align with my own has remained a priority throughout my job search and this company ranks at the top of the list
1;While I highly valued my time at my previous company, there are no longer opportunities for growth that align with my career goals. This position fits perfectly with my skill set and how I’m looking to grow in my career. I’m also looking for a position at a company like yours that supports underserved communities, which is a personal passion of mine.”
1;Making a true difference in the lives of my patients and their families motivates me to strive for excellence in everything I do. I look forward to seeing my patient’s reactions when we get a positive outcome that will change their lives forever. That’s why I became a nurse and why I’m pursuing a position in pediatrics.
1;.One of the things I loved about my last job was witnessing the results of my team’s code update and watching as our months of work yielded positive user feedback
1;Having the opportunity to lead projects from ideation through launch was one of the reasons I was so excited to apply for this role
1;"""I’ve been refining my project management skills with volunteer opportunities and side projects with other teams, and I received my PMP last quarter."
1;I’m looking for an opportunity where I can put those abilities to work for a mission I’m passionate about
1;.I was also excited to read in the job description that this role will require regular presentations to key stakeholders—one of my key motivators is the ability to connect with colleagues and communicate my team’s work, so this is an especially exciting part of this opportunity
1;Ultimately, I’ve learned a lot in my current role, but I’m looking for the next step where I can continue to grow and use the skills I’ve honed to contribute to a company I love, and this opportunity seems to be the perfect fit
1;I’ve always been a natural leader
1;.I’ve exceeded my KPIs every quarter and have been promoted twice in the past five years. I look back at those successes and know that I wouldn’t have reached them if I hadn’t built and led teams composed of highly skilled and diverse individuals. I’m proud of my ability to get cross-functional groups on the same page
1;I’ve also regularly honed my management skills through 360 reviews and candid sessions with my team, and I know continuing to build my leadership skills is something I want from my next role
0;From high school and into my early professional interactions, it sometimes prevented me from speaking up
1;.I joined an improv acting class. It’s fun and has really helped me overcome my shyness. I learned practical skills around leading discussions and sharing diverse perspectives. Now, in group settings, I always start conversations with the quieter folks. I know exactly how they feel, and people can be amazing once they start talking
1;I would like to continue developing my marketing expertise over the next several years. One of the reasons I’m interested in working for a fast-growing startup company is that I’ll have the ability to wear many hats and collaborate with many different departments. I believe this experience will serve me well in achieving my ultimate goal of someday leading a marketing department
1;In five years, I’d like to be an industry expert in my field, able to train and mentor students and entry-level designers alike. I would also like to gain specialized expertise in user experience to be a well-rounded contributor working with design and marketing teams on large-scale projects that make a difference both in the company and the global community.
1;Some of my future goals for the next few years include leading a design team in a formal capacity. I’m also excited about the prospect of working with product and event teams on developing streamlined processes—this is a natural fit with my project management background. I’d also like to further develop my skills in user experience to aid in creating more user-focused designs all around.
1;It was the first day of my boss’s two-week vacation and our agency’s highest-paying client threatened to leave because he didn’t feel he was getting the personalized service he was promised. I spent my lunch hour on the phone with him talking through his concerns. We even brainstormed ideas for his next campaign. He was so grateful for the personal attention that he signed another six-month contract before my boss even returned from her trip.
1;My experience accurately managing inventory intake and skills in creating effective, streamlined schedules make me uniquely qualified to succeed in this kitchen manager position. I understand that you require a highly organized candidate with acute attention to detail. In my previous job, I successfully handled schedules for 20 employees and reduced food waste by 15%. I’m confident in my ability to use my organizational skills to bring efficiency and order to your restaurant
1;It was a great entry-level position at a start-up agency. Not only was I learning more about marketing, but management was also very transparent, teaching us a great deal about owning a business. It was a very collaborative atmosphere, and the team and I worked together on almost every project. Everyone's weak point was countered by another's strong point. I learned more working there than I ever did in college, and I'm excited to apply these skills to a new position
